,Method,Metric,Train,Test,Threshold,Rep
32,crps,sse,117.39,148.97,0.3,4
33,crps,crps,143.09,184.56,0.3,4
34,crps,dss,-935.95,-1136.58,0.3,4
35,crps,is1,585.38,745.1,0.3,4
36,dss,sse,125.49,146.09,0.3,4
37,dss,crps,154.75,192.44,0.3,4
38,dss,dss,-899.02,-1118.27,0.3,4
39,dss,is1,628.73,783.79,0.3,4
40,is1,sse,120.73,148.68,0.3,4
41,is1,crps,145.5,185.03,0.3,4
42,is1,dss,-919.03,-1135.56,0.3,4
43,is1,is1,585.14,763.13,0.3,4
44,sse,sse,122.29,144.01,0.3,4
45,sse,crps,149.55,186.25,0.3,4
46,sse,dss,-897.33,-1128.2,0.3,4
47,sse,is1,601.04,753.15,0.3,4
48,crps,sse,119.12,147.36,0.5,4
49,crps,crps,145.15,184.04,0.5,4
50,crps,dss,-895.51,-1154.22,0.5,4
51,crps,is1,595.69,744.34,0.5,4
52,dss,sse,126.3,145.46,0.5,4
53,dss,crps,155.52,191.94,0.5,4
54,dss,dss,-879.28,-1125.42,0.5,4
55,dss,is1,632.94,782.39,0.5,4
56,is1,sse,120.79,148.73,0.5,4
57,is1,crps,145.75,184.89,0.5,4
58,is1,dss,-916.29,-1129.48,0.5,4
59,is1,is1,588.0,762.29,0.5,4
60,sse,sse,122.29,144.01,0.5,4
61,sse,crps,149.55,186.25,0.5,4
62,sse,dss,-897.33,-1128.2,0.5,4
63,sse,is1,601.04,753.15,0.5,4
64,crps,sse,124.76,142.43,0.8,4
65,crps,crps,148.31,181.54,0.8,4
66,crps,dss,-877.45,-1172.56,0.8,4
67,crps,is1,599.93,736.15,0.8,4
68,dss,sse,126.3,145.46,0.8,4
69,dss,crps,155.52,191.94,0.8,4
70,dss,dss,-879.28,-1125.42,0.8,4
71,dss,is1,632.94,782.39,0.8,4
72,is1,sse,124.76,142.43,0.8,4
73,is1,crps,148.31,181.54,0.8,4
74,is1,dss,-877.45,-1172.56,0.8,4
75,is1,is1,599.93,736.15,0.8,4
76,sse,sse,127.44,145.92,0.8,4
77,sse,crps,158.9,194.35,0.8,4
78,sse,dss,-804.99,-1085.7,0.8,4
79,sse,is1,647.51,794.08,0.8,4
0,crps,sse,112.47,149.01,0.0,5
1,crps,crps,140.5,186.65,0.0,5
2,crps,dss,-1000.03,-1126.48,0.0,5
3,crps,is1,550.6,756.8,0.0,5
4,dss,sse,113.04,146.64,0.0,5
5,dss,crps,140.75,184.33,0.0,5
6,dss,dss,-998.37,-1137.55,0.0,5
7,dss,is1,553.9,742.27,0.0,5
8,is1,sse,113.62,145.77,0.0,5
9,is1,crps,141.86,184.49,0.0,5
10,is1,dss,-985.79,-1145.9,0.0,5
11,is1,is1,550.64,745.31,0.0,5
12,sse,sse,112.17,149.24,0.0,5
13,sse,crps,140.21,186.37,0.0,5
14,sse,dss,-1003.01,-1124.22,0.0,5
15,sse,is1,551.15,748.52,0.0,5
16,crps,sse,112.51,148.96,0.1,5
17,crps,crps,140.59,186.52,0.1,5
18,crps,dss,-999.66,-1127.0,0.1,5
19,crps,is1,551.3,754.93,0.1,5
20,dss,sse,114.57,146.93,0.1,5
21,dss,crps,145.7,190.11,0.1,5
22,dss,dss,-983.19,-1134.03,0.1,5
23,dss,is1,572.76,774.66,0.1,5
24,is1,sse,113.74,145.86,0.1,5
25,is1,crps,142.12,184.18,0.1,5
26,is1,dss,-984.64,-1145.02,0.1,5
27,is1,is1,551.15,746.01,0.1,5
28,sse,sse,112.21,149.18,0.1,5
29,sse,crps,140.3,186.25,0.1,5
30,sse,dss,-1002.64,-1124.74,0.1,5
31,sse,is1,551.84,746.65,0.1,5
32,crps,sse,113.24,148.33,0.3,5
33,crps,crps,141.67,185.34,0.3,5
34,crps,dss,-988.14,-1137.74,0.3,5
35,crps,is1,553.32,748.75,0.3,5
36,dss,sse,115.34,146.97,0.3,5
37,dss,crps,146.67,190.46,0.3,5
38,dss,dss,-974.97,-1128.27,0.3,5
39,dss,is1,576.63,777.89,0.3,5
40,is1,sse,114.19,144.9,0.3,5
41,is1,crps,143.09,182.86,0.3,5
42,is1,dss,-981.39,-1149.77,0.3,5
43,is1,is1,557.69,738.99,0.3,5
44,sse,sse,113.87,151.23,0.3,5
45,sse,crps,146.29,194.87,0.3,5
46,sse,dss,-963.75,-1072.27,0.3,5
47,sse,is1,573.79,800.14,0.3,5
48,crps,sse,113.24,148.33,0.5,5
49,crps,crps,141.67,185.34,0.5,5
50,crps,dss,-988.14,-1137.74,0.5,5
51,crps,is1,553.32,748.75,0.5,5
52,dss,sse,115.34,146.97,0.5,5
53,dss,crps,146.67,190.46,0.5,5
54,dss,dss,-974.97,-1128.27,0.5,5
55,dss,is1,576.63,777.89,0.5,5
56,is1,sse,114.19,144.9,0.5,5
57,is1,crps,143.09,182.86,0.5,5
58,is1,dss,-981.39,-1149.77,0.5,5
59,is1,is1,557.69,738.99,0.5,5
60,sse,sse,113.87,151.23,0.5,5
61,sse,crps,146.29,194.87,0.5,5
62,sse,dss,-963.75,-1072.27,0.5,5
63,sse,is1,573.79,800.14,0.5,5
64,crps,sse,114.8,145.97,0.8,5
65,crps,crps,142.92,183.51,0.8,5
66,crps,dss,-980.86,-1146.9,0.8,5
67,crps,is1,559.02,741.25,0.8,5
68,dss,sse,116.8,149.75,0.8,5
69,dss,crps,148.99,195.65,0.8,5
70,dss,dss,-951.09,-1074.31,0.8,5
71,dss,is1,586.84,800.71,0.8,5
72,is1,sse,114.19,144.9,0.8,5
73,is1,crps,143.09,182.86,0.8,5
74,is1,dss,-981.39,-1149.77,0.8,5
75,is1,is1,557.69,738.99,0.8,5
76,sse,sse,116.48,149.54,0.8,5
77,sse,crps,153.68,197.39,0.8,5
78,sse,dss,-861.64,-1032.68,0.8,5
79,sse,is1,606.5,807.98,0.8,5
0,crps,sse,127.59,143.53,0.0,6
1,crps,crps,147.53,182.31,0.0,6
2,crps,dss,-902.45,-1138.12,0.0,6
3,crps,is1,611.34,734.96,0.0,6
4,dss,sse,128.6,143.27,0.0,6
5,dss,crps,148.01,181.96,0.0,6
6,dss,dss,-894.09,-1156.85,0.0,6
7,dss,is1,611.67,737.66,0.0,6
8,is1,sse,128.32,144.17,0.0,6
9,is1,crps,147.96,182.97,0.0,6
10,is1,dss,-899.64,-1137.23,0.0,6
11,is1,is1,608.3,750.41,0.0,6
12,sse,sse,125.95,145.81,0.0,6
13,sse,crps,148.14,186.54,0.0,6
14,sse,dss,-889.82,-1127.46,0.0,6
15,sse,is1,612.18,753.82,0.0,6
16,crps,sse,127.59,143.53,0.1,6
17,crps,crps,147.53,182.31,0.1,6
18,crps,dss,-902.45,-1138.12,0.1,6
19,crps,is1,611.34,734.96,0.1,6
20,dss,sse,129.23,143.34,0.1,6
21,dss,crps,148.78,181.75,0.1,6
22,dss,dss,-887.01,-1157.58,0.1,6
23,dss,is1,614.89,735.52,0.1,6
24,is1,sse,128.51,144.1,0.1,6
25,is1,crps,148.33,182.89,0.1,6
26,is1,dss,-893.44,-1145.92,0.1,6
27,is1,is1,610.61,748.24,0.1,6
28,sse,sse,125.99,145.79,0.1,6
29,sse,crps,148.25,186.4,0.1,6
30,sse,dss,-889.45,-1127.65,0.1,6
31,sse,is1,613.3,752.89,0.1,6
32,crps,sse,127.9,143.43,0.3,6
33,crps,crps,148.03,182.38,0.3,6
34,crps,dss,-895.01,-1148.5,0.3,6
35,crps,is1,612.22,736.67,0.3,6
36,dss,sse,131.96,145.43,0.3,6
37,dss,crps,156.96,192.13,0.3,6
38,dss,dss,-836.52,-1128.81,0.3,6
39,dss,is1,647.59,781.3,0.3,6
40,is1,sse,128.82,144.28,0.3,6
41,is1,crps,148.69,182.91,0.3,6
42,is1,dss,-890.28,-1144.08,0.3,6
43,is1,is1,611.39,748.36,0.3,6
44,sse,sse,126.9,145.61,0.3,6
45,sse,crps,149.27,186.24,0.3,6
46,sse,dss,-876.59,-1142.92,0.3,6
47,sse,is1,616.75,751.47,0.3,6
48,crps,sse,130.24,143.13,0.5,6
49,crps,crps,149.96,182.0,0.5,6
50,crps,dss,-839.99,-1168.15,0.5,6
51,crps,is1,625.98,732.03,0.5,6
52,dss,sse,132.73,146.47,0.5,6
53,dss,crps,158.13,193.63,0.5,6
54,dss,dss,-818.64,-1112.09,0.5,6
55,dss,is1,653.94,788.39,0.5,6
56,is1,sse,129.08,144.17,0.5,6
57,is1,crps,149.01,182.69,0.5,6
58,is1,dss,-886.98,-1146.61,0.5,6
59,is1,is1,613.75,745.49,0.5,6
60,sse,sse,126.9,145.61,0.5,6
61,sse,crps,149.27,186.24,0.5,6
62,sse,dss,-876.59,-1142.92,0.5,6
63,sse,is1,616.75,751.47,0.5,6
64,crps,sse,131.1,142.68,0.8,6
65,crps,crps,150.59,181.57,0.8,6
66,crps,dss,-837.63,-1169.12,0.8,6
67,crps,is1,627.91,732.21,0.8,6
68,dss,sse,133.81,147.26,0.8,6
69,dss,crps,161.17,196.17,0.8,6
70,dss,dss,-764.98,-1063.85,0.8,6
71,dss,is1,670.78,797.51,0.8,6
72,is1,sse,131.67,143.64,0.8,6
73,is1,crps,151.69,183.2,0.8,6
74,is1,dss,-823.76,-1151.7,0.8,6
75,is1,is1,632.76,739.52,0.8,6
76,sse,sse,133.81,147.26,0.8,6
77,sse,crps,161.17,196.17,0.8,6
78,sse,dss,-764.98,-1063.85,0.8,6
79,sse,is1,670.78,797.51,0.8,6
0,crps,sse,116.69,145.53,0.0,7
1,crps,crps,141.58,185.81,0.0,7
2,crps,dss,-896.55,-1121.73,0.0,7
3,crps,is1,584.85,756.79,0.0,7
4,dss,sse,115.72,144.69,0.0,7
5,dss,crps,142.79,185.33,0.0,7
6,dss,dss,-913.88,-1136.02,0.0,7
7,dss,is1,595.73,753.49,0.0,7
8,is1,sse,116.79,144.85,0.0,7
9,is1,crps,142.33,183.66,0.0,7
10,is1,dss,-896.2,-1129.68,0.0,7
11,is1,is1,586.57,743.13,0.0,7
12,sse,sse,114.41,149.32,0.0,7
13,sse,crps,142.3,188.15,0.0,7
14,sse,dss,-906.04,-1124.2,0.0,7
15,sse,is1,598.5,762.43,0.0,7
16,crps,sse,116.72,145.43,0.1,7
17,crps,crps,141.62,185.72,0.1,7
18,crps,dss,-896.24,-1122.7,0.1,7
19,crps,is1,584.87,756.74,0.1,7
20,dss,sse,117.52,144.1,0.1,7
21,dss,crps,144.04,184.75,0.1,7
22,dss,dss,-903.6,-1137.73,0.1,7
23,dss,is1,600.63,750.46,0.1,7
24,is1,sse,116.79,144.85,0.1,7
25,is1,crps,142.33,183.66,0.1,7
26,is1,dss,-896.2,-1129.68,0.1,7
27,is1,is1,586.57,743.13,0.1,7
28,sse,sse,114.51,149.11,0.1,7
29,sse,crps,142.41,187.92,0.1,7
30,sse,dss,-905.06,-1126.23,0.1,7
31,sse,is1,598.82,761.29,0.1,7
32,crps,sse,118.31,144.18,0.3,7
33,crps,crps,143.6,183.99,0.3,7
34,crps,dss,-876.71,-1143.7,0.3,7
35,crps,is1,593.63,754.05,0.3,7
36,dss,sse,120.63,145.14,0.3,7
37,dss,crps,151.2,189.52,0.3,7
38,dss,dss,-853.47,-1131.98,0.3,7
39,dss,is1,630.77,781.08,0.3,7
40,is1,sse,117.6,144.05,0.3,7
41,is1,crps,143.63,182.51,0.3,7
42,is1,dss,-884.4,-1133.38,0.3,7
43,is1,is1,590.08,744.78,0.3,7
44,sse,sse,114.74,149.41,0.3,7
45,sse,crps,142.78,188.04,0.3,7
46,sse,dss,-899.59,-1112.11,0.3,7
47,sse,is1,601.54,761.62,0.3,7
48,crps,sse,119.52,142.71,0.5,7
49,crps,crps,145.98,181.35,0.5,7
50,crps,dss,-864.56,-1156.25,0.5,7
51,crps,is1,606.43,736.19,0.5,7
52,dss,sse,121.0,145.77,0.5,7
